date,title,section,author,summary,full_text,url,sentiment_label,sentiment_score,next_day_return,next_day_up
2023-10-08,NCLT directs Swan Energy to make upfront payment for Reliance Naval,Companies,,"The Ahmedabad bench of NCLT has asked Swan Energy, the firm that had won the bid to buy Reliance Naval and Engineering Ltd in an insolvency proceeding, to make the upfront payment it had proposed in the resolution plan, sources said.","The next hearing in this matter is scheduled on November 22. The Ahmedabad bench of NCLT has asked Swan Energy, the firm that had won the bid to buy Reliance Naval and Engineering Ltd in an insolvency proceeding, to make the upfront payment it had proposed in the resolution plan, sources said. Swan Energy is yet to make the upfront payment of around Rs 250 crore as proposed in the resolution plan, even as the second extended deadline ended on September 14. The company has once again approached the NCLT seeking an unprecedented third extension of two months. Sources said, the Ahmedabad bench of NCLT heard Swan Energy's plea on October 5, and directed the company to make the payment as proposed in the resolution plan, before it could consider its application for a third extension. The next hearing in this matter is scheduled on November 22. Swan Energy couldn't be immediately reached for comments. As per the resolution plan approved by the NCLT Ahmedabad, Swan Energy was to make an upfront payment of Rs 293 crore to the lenders of RNEL by March 23, 2023, but on Swan's plea this deadline was extended to July 23, 2023. As the company failed to arrange funds for making the upfront payment within the extended deadline, then it again approached the NCLT Ahmedabad to seek a second extension. On August 1, NCLT granted Swan a second extension of 45 days, which ended on September 14. The company has now filed a fresh application in the NCLT seeking a third extension of two months. Swan Energy, alongwith Hazel Mercantile, was the successful resolution applicant for Reliance Naval's shipyard in Gujarat. Their resolution plan of Rs 2,133 crore was approved by the NCLT, in December 2022. The lenders were supposed to receive Rs 293 crore towards the upfront payment by March-end, but even after 10 months lenders have not received an upfront payment from the consortium. The consortium has so far paid around Rs 50 crore on the directions of the NCLT to keep the RNEL as a going concern.",https://www.business-standard.com/companies/news/nclt-directs-swan-energy-to-make-upfront-payment-for-reliance-naval-123100800321_1.html,neutral,0.1371,,
2023-10-08,"Attack on Israel may boost appeal of gold, safe haven assets, say analysts",Economy,,"The Hamas attack was openly praised by Iran and by Hezbollah, Iran's Lebanese allies",,https://www.business-standard.com/economy/news/attack-on-israel-may-boost-appeal-of-gold-safe-haven-assets-say-analysts-123100800692_1.html,positive,0.9114,,
2023-10-08,"Soy output likely to decline by 4.3% this kharif season, says SOPA",Economy,,"Soybean production: Low soybean output could have a bearing on the prices, as it is one of the largest oilseeds grown in the kharif season",soybean,https://www.business-standard.com/economy/news/soy-output-likely-to-decline-by-4-3-this-kharif-season-says-sopa-123100800994_1.html,negative,-0.9595,,
2023-10-08,Why there are so few women in banking,Economy,,The most significant boost to achieving gender parity could come from a commitment from companies to provide flexible working,"3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/why-there-are-so-few-women-in-banking-123100800559_1.html,positive,0.8886,,
2023-10-08,Personal guarantee to attract 18% GST in exceptional considerations,Economy,,"GST Council: Centre to issue circular soon outlining scenarios, which could trigger tax liability","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/personal-guarantee-to-attract-18-gst-in-exceptional-considerations-123100800732_1.html,neutral,0.0467,,
2023-10-08,Crisis brewing in Darjeeling's tea gardens; several owners looking to sell,Economy,,"In the last three years, 20 gardens have changed hands, and 90 per cent of the buyers are from non-tea background","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/crisis-brewing-in-darjeeling-s-tea-gardens-several-owners-looking-to-sell-123100800968_1.html,neutral,-0.2623,,
2023-10-08,Biggest-ever round of oil and gas blocks may be open for bidding in Nov,Economy,,"The 26 blocks earmarked by the Directorate General of Hydrocarbons (DGH) for exploration and development of oil and gas under OALP IX, constitutes the largest-ever area offered by the government",Photo: Bloomberg,https://www.business-standard.com/economy/news/biggest-ever-round-of-oil-and-gas-blocks-may-open-for-bidding-in-november-123100800507_1.html,neutral,0.1334,,
2023-10-08,"Israel trade with India doubled after Covid-19 pandemic, shows data",Economy,,India-Israel relations: Petroleum products have been a key part of increased engagement,Illustration: Ajay Mohanty,https://www.business-standard.com/economy/news/india-israel-trade-nearly-doubled-after-covid-19-pandemic-shows-data-123100800801_1.html,positive,0.7109,,
2023-10-08,Business confidence index at three-quarter high in second quarter: CII,Economy,,"Business Confidence Index: The rural economy has been on an upswing, as evident from the surge in fast-moving consumer goods (FMCG) sales and agricultural incomes in Q1 FY24","Chandrajit Banerjee, Director General, CII",https://www.business-standard.com/economy/news/cii-business-confidence-index-rises-to-3-quarter-high-of-67-1-in-q2-123100800651_1.html,positive,0.8952,,
2023-10-08,"MDBs need to be bigger and better, but donor money is constrained: ADB's Um",Economy,,"Woochong Um in a virtual interview said that they need to double, triple and quadruple what they can do and bring in private capital","ADB’s Managing Director General, Woochong Um",https://www.business-standard.com/economy/interviews/mdbs-need-to-be-bigger-and-better-but-donor-money-is-constrained-adb-s-um-123100800527_1.html,neutral,0.1625,,
2023-10-09,"Moody's affirms PFC's & REC's Baa3 ratings, sees asset quality improving",Companies,,"PFC, REC's credit rating: The asset quality of the companies, due to their increasing loan exposure to state power distribution companies (DISCOMs), is expected to remain stable",Representative Image,https://www.business-standard.com/companies/news/moody-s-affirms-pfc-rec-baa3-ratings-asset-quality-expected-to-improve-123100900666_1.html,positive,0.9365,0.009097,1.0
2023-10-09,SaaS major Zoho sees strong traction for its collaboration platform Cliq,Companies,,"Zoho Corp: These declarations were made during Zoholics India, the company's annual user conference in Bengaluru",zoho | Source: Wikipedia,https://www.business-standard.com/companies/news/saas-major-zoho-sees-strong-traction-for-its-collaboration-platform-cliq-123100900681_1.html,neutral,0.1691,0.009097,1.0
2023-10-09,Mahindra & Mahindra: Mahindra Last Mile Mobility gets Rs 300 crore investment from IFC,Companies,,Mahindra Last Mile Mobility: MLMML will prioritise expanding last-mile passenger and cargo transport solutions,Mahindra last mile mobility | Photo: Facebook,https://www.business-standard.com/companies/news/mahindra-last-mile-mobility-gets-rs-300-crore-investment-from-ifc-123100900645_1.html,positive,0.75,0.009097,1.0
2023-10-09,NPCI Int'l to develop UAE's domestic card scheme in partnership deal,Economy,,"NIPL, AEP agreement: Scheduled to launch in early 2024, the DCS will aim to facilitate the growth of e-commerce and digital transactions in the United Arab Emirates",,https://www.business-standard.com/economy/news/nipl-inks-pact-with-al-etihad-payments-to-develop-uae-s-card-scheme-123100900941_1.html,positive,0.8027,0.009097,1.0
2023-10-09,"PLFS Unemployment Rate: Unemployment rate at 6-year low of 3.2% in 2022-23, shows PLFS data",Economy,,"Unemployment rate in India: The unemployment rate under the so-called ""usual status"" during the one-year period declined for the fifth consecutive year since its launch in April 2017",,https://www.business-standard.com/economy/news/unemployment-rate-at-6-year-low-of-3-2-in-2022-23-shows-plfs-data-123100901312_1.html,negative,-0.9575,0.009097,1.0
2023-10-09,Govt to scale back on investment as it curbs budget deficit: Goldman Sachs,Economy,,This move will give the private sector scope to pick up the slack in the coming years,Photo: Pexels,https://www.business-standard.com/economy/news/govt-to-scale-back-on-investment-as-it-curbs-budget-deficit-goldman-sachs-123100900729_1.html,positive,0.8157,0.009097,1.0
2023-10-09,Primary energy demand in India will more than double by 2045: Opec,Economy,,"India's energy demand will also reach 10 percent of global demand, up from 6.6 percent currently",,https://www.business-standard.com/economy/news/primary-energy-demand-in-india-will-more-than-double-by-2045-opec-123100901098_1.html,positive,0.9334,0.009097,1.0
2023-10-09,Rupee falls 2 paise to settle at an all-time low of Rs 83.27 per US dollar,Economy,,The rupee had settled at the same level on September 18,Photo: Freepik,https://www.business-standard.com/economy/news/rupee-falls-2-paisa-to-settle-at-all-time-low-of-rs-83-27-per-us-dollar-123100901025_1.html,negative,-0.9477,0.009097,1.0
2023-10-09,India is in world's top three 5G ecosystems in just a year: Vaishnaw,Economy,,"Ashwini Vaishnaw: BSNL has started deploying 4G towers and the speed will pick up after Diwali. Once the 4G rollout stabilises, we will enable 5G on the BSNL network next year, said Vaishnaw",Union Minister Ashwini Vaishnaw,https://www.business-standard.com/economy/interviews/india-has-become-amongst-world-s-top-three-5g-eco-systems-vaishnaw-123100900640_1.html,positive,0.8443,0.009097,1.0
2023-10-09,"Israel-Hamas conflict: Jewellery, gems likely to lose sheen, say experts",Economy,,"The trade was already hit  by almost 27 per cent from $2,794.39 million in 2021-22","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/israel-hamas-conflict-jewellery-gems-likely-to-lose-sheen-say-experts-123100901366_1.html,negative,-0.9439,0.009097,1.0
2023-10-09,"Swiggy Membership: Swiggy One Lite membership launched for Rs 99, offering discounts",Companies,,"Swiggy: This membership includes free delivery, extra benefits in food, and grocery, and 30 per cent extra discounts across over 20,000 restaurants",Swiggy,https://www.business-standard.com/companies/news/swiggy-one-lite-membership-launched-for-rs-99-offering-discounts-123100900722_1.html,neutral,0.1213,0.009097,1.0
2023-10-09,Urban jobless rate falls for second consecutive quarter to 6.6 % in Q1,Economy,,Urban Unemployment Rate: The jobless rate in urban areas had been on a continuous decline since the high of 12.6 per cent recorded in the Covid-affected April-June quarter of FY22,Photo: Bloomberg,https://www.business-standard.com/economy/news/urban-jobless-rate-falls-for-second-consecutive-quarter-to-6-6-in-q1-123100901052_1.html,negative,-0.9584,0.009097,1.0
2023-10-09,Star Health Insurance introduces surrogacy cover and oocyte donor cover,Companies,,Star Health Insurance: The policy provides inpatient hospitalisation coverage for post-partum delivery complications experienced by the surrogate mother for a 36-month period under the Surrogacy cover,Representative Image,https://www.business-standard.com/companies/news/star-health-insurance-introduces-surrogacy-cover-and-oocyte-donor-cover-123100900816_1.html,neutral,0.0428,0.009097,1.0
2023-10-09,Hinduja Group in talks with private debt funds to raise around $800 million,Companies,,"India has become a hotbead for private credit activity, in part because regulation forbids local banks from extending loans for mergers and acquisitions",Photo: Pexels,https://www.business-standard.com/companies/news/hinduja-group-in-talks-with-private-debt-funds-to-raise-around-800-million-123100900990_1.html,negative,-0.5657,0.009097,1.0
2023-10-09,IIFL Group: IIFL Fintech Funds marks first exit after selling stake in TrustCheckr,Companies,,"IIFL Fintech Fund was established in August 2021, with a corpus of Rs 210 crore and sponsorship from two group companies - IIFL Finance and IIFL Securities",IIFL Finance,https://www.business-standard.com/companies/news/iifl-fintech-funds-marks-first-exit-after-selling-stake-in-trustcheckr-123100901080_1.html,neutral,0.1432,0.009097,1.0
2023-10-09,Vodafone Idea case judgement: Vodafone Idea files plea in Supreme Court seeking correction of AGR dues,Companies,,"Vodafone Idea When the CJI asked Salve how long the arguments would take, he said it would only take a day",Vodafone Idea,https://www.business-standard.com/companies/news/vodafone-idea-files-plea-in-supreme-court-seeking-correction-of-agr-dues-123100901106_1.html,negative,-0.7069,0.009097,1.0
2023-10-09,Insurtech start-up Onsurity raises $24 million in series B funding round,Companies,,Onsurity Funding: The company said a portion of the latest funding will be allocated to the company's efforts to chart the path towards profitability,From left: Onsurity co-founders Yogesh Agarwal and Kulin Shah,https://www.business-standard.com/companies/news/insurtech-start-up-onsurity-raises-24-million-in-series-b-funding-round-123100901153_1.html,positive,0.6743,0.009097,1.0
2023-10-09,Open-source solution from AyanWorks gets Digital Public Good status,Companies,,AyanWorks: The verifiable digital credential system CREDEBL has been included in the registry of digital public goods maintained by DPGA,AyanWorks | Photo: Twitter,https://www.business-standard.com/companies/news/open-source-solution-from-ayanworks-gets-digital-public-good-status-123100901185_1.html,neutral,0.103,0.009097,1.0
2023-10-09,Jet Airways case: Supreme Court likely to hear Jet Airways lenders plea on October 12,Companies,,Jet Airways: JKC is the successful bidder for Jet Airways,Photo: Shutterstock,https://www.business-standard.com/companies/interviews/supreme-court-likely-to-hear-jet-airways-lenders-plea-on-october-12-123100901254_1.html,positive,0.6618,0.009097,1.0
2023-10-09,"Tuberculosis on India: Serum Institute, Mylab launch point-of-care test for latent TB infections",Companies,,"TB infections: The partnership between SII and Mylab is focusing on creating a comprehensive ecosystem for TB diagnosis, treatment, and prevention through various interventions",Serum Institute of India,https://www.business-standard.com/companies/news/serum-institute-mylab-launch-point-of-care-test-for-latent-tb-infections-123100900897_1.html,neutral,0.3124,0.009097,1.0
2023-10-09,Sridhar Vembu: India could become Zoho's second largest market in 2-3 years,Companies,,"Zoho Corp: Most of our products are now integrated with ChatGPT. We are rolling out integrations every week, he says","Sridhar Vembu, co-founder and CEO, Zoho Corp",https://www.business-standard.com/companies/interviews/india-could-be-the-second-largest-market-for-us-in-next-2-3-years-zoho-ceo-123100900854_1.html,positive,0.6082,0.009097,1.0
2023-10-09,Israel-Hamas conflict: Exporters remain wary of serious consequences,Economy,,"Israel-Hamas conflict Impact: In case the conflict escalates, India's trade with Iran may be the biggest casualty","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/israel-hamas-conflict-exporters-remain-wary-of-serious-consequences-123100901362_1.html,negative,-0.8835,0.009097,1.0
2023-10-09,Maruti Suzuki: Total capital expenditure to be Rs 1.25 trillion till FY31,Companies,,"Maruti Suzuki India: MSIL operates with a total production capacity of 2.25 million units annually, with the Gujarat plant contributing about 750,000 units per annum to this figure",Representative Image,https://www.business-standard.com/companies/news/total-capital-expenditure-to-be-rs-1-25-trillion-till-fy31-maruti-suzuki-123100900831_1.html,neutral,0.072,0.009097,1.0
2023-10-09,"IndiGo Airline: Deeper, wider and lucrative: Decoding IndiGo's mega global flight plan",Companies,,"India's largest airline wants to be measured against global carriers, but it might want to keep an eye on Air India","Pieter Elbers, CEO of IndiGo",https://www.business-standard.com/companies/news/deeper-wider-and-lucrative-decoding-indigo-s-mega-global-flight-plan-123100901387_1.html,neutral,0.3466,0.009097,1.0
2023-10-09,Global Tax System: Marrakech meet likely to see breakthrough on 15% minimum tax on MNCs,Economy,,"India is also expected to outline its roadmap for implementing Pillar 1 of the proposed deal, which would require amendments to domestic laws","3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/economy/news/marrakech-meet-likely-to-see-breakthrough-on-15-minimum-tax-on-mncs-123100901261_1.html,neutral,0.3879,0.009097,1.0
2023-10-09,"Mkts slump, oil prices rise on West Asia turmoil; Sensex, Nifty drop 0.7%",Markets,,"Israel-Palestine conflict impact on stock market: The Sensex ended the session at 65,512, a decline of 483 points or 0.7 per cent. The Nifty closed the session at 19,512, a drop of 141 points or 0.7 per cent",(Photo: Bloomberg),https://www.business-standard.com/markets/news/middle-east-turmoil-drags-market-lower-sensex-nifty-drop-over-0-7-123100900893_1.html,negative,-0.9566,0.009097,1.0
2023-10-09,"Google | CCI Penalty: SC to hear Google's appeal against CCI penalty of Rs 1,338 crore in Jan",Companies,,Google - CCI Case: The hearing was initially scheduled for 11 October but was postponed to January due to Constitution bench hearings,,https://www.business-standard.com/companies/news/sc-to-hear-google-s-appeal-against-cci-penalty-of-rs-1-338-crore-in-jan-123100901016_1.html,negative,-0.8428,0.009097,1.0
2023-10-09,Israel-Hamas conflict: Rising energy costs likely to weigh on India Inc,Economy,,"Oil Prices: An Adani Ports & SEZ statement said the company is closely monitoring the situation at its port, which is situated in the North - far away from the conflict zone",,https://www.business-standard.com/economy/news/israel-hamas-conflict-rising-oil-prices-to-increase-india-inc-s-costs-123100901007_1.html,neutral,-0.2124,0.009097,1.0
2023-10-09,Israel-Hamas conflict: India's hope of respite in oil prices dashed,Economy,,"Crude Oil Price: The Indian crude oil basket, a mix of Gulf sour and Brent sweet grades, averaged $93.54 a barrel last month",Photo: Bloomberg,https://www.business-standard.com/economy/news/isarel-hamas-conflict-india-s-hope-of-respite-in-oil-prices-dashed-123100900931_1.html,positive,0.2569,0.009097,1.0
2023-10-09,"India watching military conflict in Middle East closely, says Hardeep Puri",Economy,,"""The place where action is taking place is in many respects the centre of global energy... as we go along we will navigate through this,"" Puri told reporters at an industry event in New Delhi","Global uncertainties of such nature encourage people to use sustainable, cleaner fuels, Puri said, adding that $100 per barrel crude oil prices was unsustainable | Photo: PIB India India, the world's third-biggest oil importer, is watching the ongoing conflict in the Middle East closely, the country's oil minister Hardeep Singh Puri said on Monday. Oil prices rose over $3 a barrel on Monday as military clashes between Israel and the Palestinian Islamist group Hamas deepened political uncertainty across the Middle East and raised concerns about supplies. ""The place where action is taking place is in many respects the centre of global energy... as we go along we will navigate through this,"" Puri told reporters at an industry event in New Delhi. Global uncertainties of such nature encourage people to use sustainable, cleaner fuels, Puri said, adding that $100 per barrel crude oil prices was unsustainable. Higher oil prices typically lead to surge in inflation and hurts growth in large-scale importer like India. Last week, India had urged oil producers to show ""sensitivity"" towards consuming countries, hit by prices largely trading above $90 a barrel since Saudi Arabia and Russia decided to extend voluntary cuts to year-end.",https://www.business-standard.com/economy/news/india-watching-military-conflict-in-middle-east-closely-says-hardeep-puri-123100900364_1.html,positive,0.6096,0.009097,1.0
2023-10-09,Indian Rupee denominated green bonds to pick pace from FY24: SBI's Dinesh Khara,Industry,,"Dinesh Khara: He highlighted that India began green bond issuances in 2014, has garnered Rs 43 billion through green bonds and has been instrumental in augmenting the adoption of renewable energy","Dinesh Khara, Chairman, SBI",https://www.business-standard.com/industry/banking/rupee-denominated-green-bonds-to-pick-pace-from-fy24-sbi-s-dinesh-khara-123100900684_1.html,positive,0.8196,0.009097,1.0
2023-10-09,Cement Companies: Strong earnings growth likely for cement sector in Q2FY24: Analysts,Industry,,Cement Sector Q2 Results: Stable prices and costs to help earnings report a higher growth over a low profitability base of last year,Illustration: Ajay Mohanty,https://www.business-standard.com/industry/news/strong-earnings-growth-likely-for-cement-sector-in-q2fy24-analysts-123100900958_1.html,positive,0.908,0.009097,1.0
2023-10-09,Festive season sale: E-commerce firms witness over 15% growth in orders,Industry,,"Myntra is expecting over 8 million customers to shop during BFF. Last year, about 6 million customers shopped during the event",,https://www.business-standard.com/industry/news/festive-season-sale-e-commerce-firms-witness-over-15-growth-in-orders-123100901285_1.html,positive,0.9195,0.009097,1.0
2023-10-09,700K gig roles to be created for ongoing festival season this year,Industry,,Gig Workers: The increased job openings are primarily being fuelled by the flagship sale events hosted by e-commerce platforms,Representative Image,https://www.business-standard.com/industry/news/400k-gig-roles-created-for-festival-season-so-far-to-cross-700k-by-yr-end-123100900932_1.html,positive,0.3192,0.009097,1.0
2023-10-09,"Real estate: Amid lower demand, new supply of affordable homes dipping in India: Anarock",Industry,,"Affordable Home: On the other hand, the supply of luxury homes is rising as developers are focusing on earning higher margins and profits",,https://www.business-standard.com/industry/news/amid-lower-demand-new-supply-of-affordable-homes-dipping-in-india-anarock-123100900568_1.html,positive,0.7276,0.009097,1.0
2023-10-09,"Asian Games 2023 success not an endorsement magnet, say brand experts",Sports,,Hangzhou Asian Games 2023: Brand experts suggest that a majority of the medallists might fail to gain long-term visibility and recognition,"3 Months ₹300/Month 1 Year ₹225/Month 2 Years ₹162/Month Renews automatically, cancel anytime Home Markets Premium Decoded In brief",https://www.business-standard.com/sports/asian-games/asian-games-2023-success-not-an-endorsement-magnet-say-brand-experts-123100901213_1.html,negative,-0.7924,0.009097,1.0
2023-10-09,Broader markets witness fresh turbulence amid Israel-Hamas conflict,Markets,,"This was the worst fall for the smallcap index since September 12, when it had tanked over 4 per cent",,https://www.business-standard.com/markets/stock-market-news/broader-markets-witness-fresh-turbulence-amid-israel-hamas-conflict-123100901407_1.html,negative,-0.9662,0.009097,1.0
2023-10-09,Gold rises more than 1% as Middle East conflict spurs safe-haven demand,Markets,,"Israel pounded the Palestinian enclave of Gaza on Sunday, killing hundreds of people in retaliation for one of the bloodiest attacks in its history when gunmen from Hamas rampaged through Israeli town","Photo: Bloomberg Gold prices rose more than 1% on Monday as the military conflict between Israeli forces and Palestinian Islamist group Hamas raised political uncertainty in the Middle East, prompting safe-haven buying of investments like bullion. Israel pounded the Palestinian enclave of Gaza on Sunday, killing hundreds of people in retaliation for one of the bloodiest attacks in its history when gunmen from Hamas rampaged through Israeli towns on Saturday. Gold is used as a safe investment during times of political and financial uncertainty. Spot gold jumped 1% to $1,850.70 per ounce by 0921 GMT, having hit its highest level in a week. US gold futures climbed 1.1% to $1,865.10. With investors looking for safe haven assets, gold has benefited at least in the short-term from the spike in geopolitical tensions, said UBS analyst Giovanni Staunovo. The spiralling violence between Israel and Hamas threatens to start a major new war in the Middle East, sending oil prices higher and boosting the demand for safe-haven assets like U.S. Treasuries, the dollar and the Japanese yen along with gold. ""That said, high US interest rates will remain a headwind for gold. We expect only higher gold prices once the Fed starts to sound more dovish over the course of 2024,"" added Staunovo. A hot inflation print later in the week could pave the way for another U.S. interest rate hike this year, dulling gold's appeal. Investors are also focused on the minutes of the U.S. central bank's September meeting due on Wednesday. ""The key question is how lasting these safe-haven flows are if this weekend has brought some tectonic shifts in the geopolitical landscape. ""At least from a commodity perspective, geopolitics tends to be a noise element rather than a lasting and impactful fundamental force,"" Julius Baer analyst Norbert Rücker said in a note. Among other metals, spot silver gained 0.4% to $21.68 per ounce, platinum advanced 0.9% to $884.41 and palladium was flat at $1,158.33.",https://www.business-standard.com/markets/commodities/gold-rises-more-than-1-as-middle-east-conflict-spurs-safe-haven-demand-123100900602_1.html,positive,0.4971,0.009097,1.0
2023-10-09,Oil prices surges more than  2% as Middle East turmoil roils markets,Markets,,"Brent crude was up $2.28, or 2.7%, to $86.86 a barrel by 0859 GMT, while U.S. West Texas Intermediate crude was at $85.23 a barrel, up $2.44 or nearly 3%","Oil prices surged more than 2% on Monday as military clashes between Israel and the Palestinian Islamist group Hamas ignited fears of a wider conflict in the Middle East. Brent crude was up $2.28, or 2.7%, to $86.86 a barrel by 0859 GMT, while U.S. West Texas Intermediate crude was at $85.23 a barrel, up $2.44 or nearly 3%. Both benchmarks spiked by more than $4 a barrel earlier in the session. The surge in oil prices reversed last week's downtrend - the largest weekly decline since March - in which Brent fell about 11% and WTI retreated more than 8% as a darkening macroeconomic outlook intensified concerns about global demand. While the underlying supply-demand balance is unaffected, said Tamas Varga of oil broker PVM, ""any rise in tension in the Middle East usually leads to an increase in oil prices and it is no different this time around"". Hamas on Saturday launched the largest military assault on Israel in decades, triggering a wave of retaliatory Israeli air strikes on Gaza. The eruption of violence threatens to derail U.S. efforts to broker a rapprochement between Saudi Arabia and Israel, in which the kingdom would normalise ties with Israel in return for a defence deal between Washington and Riyadh. Saudi officials reportedly on Friday told the White House that they were willing to raise output next year as part of the proposed Israel deal. Riyadh and Moscow have agreed to a combined 1.3 million barrel per day (bpd) voluntary cut until the end of 2023. The question is how long will this oil rally last, Citi analysts said. ""Timing is everything and the attacks almost certainly postpone any Saudi-Israeli rapprochement, along with any high probability expectation of Saudi Arabia reducing or eliminating its extra 1 million bpd cut if prices resume their recent fall."" There are also questions about whether Iran will be implicated in the conflict. ""If the conflict envelopes Iran... up to 3% of global oil supply is at risk. And if a wider conflict eventuates that ends up impacting transit through the Strait of Hormuz, around 20% of global oil supply could be held hostage,"" energy analyst Saul Kavonic told Reuters.",https://www.business-standard.com/markets/commodities/oil-prices-surges-more-than-2-as-middle-east-turmoil-roils-markets-123100900556_1.html,positive,0.9051,0.009097,1.0
2023-10-09,MCX shares hit record highs; Krystal Integrated Services files IPO papers,Markets,,Krystal Family Holdings owns 100 per cent stake in the company,Photo: Bloomberg,https://www.business-standard.com/markets/stock-market-news/mcx-shares-hit-record-highs-krystal-integrated-services-files-ipo-papers-123100901429_1.html,neutral,0.1539,0.009097,1.0
